symbol,direction,entry_date,exit_date,entry_price,exit_price,size,pnl,hold_days,exit_reason,capital_after
RM,空,2024-03-22,2024-03-25,2764.0,2654.3043428571427,1,1077.9925062285727,3,ATR止盈,6021.80913952029
MA,多,2024-03-27,2024-04-08,2507.0,2493.0,1,-157.5,12,超时12天,5864.30913952029
TA,空,2024-04-02,2024-04-12,6016.0,5976.0,1,179.014,10,超时10天,6043.32313952029
RM,空,2024-04-17,2024-04-17,2816.0,2707.1510857142857,1,1069.1581140571427,0,ATR止盈,7112.481253577433
MA,多,2024-04-09,2024-04-19,2491.0,2569.6410571428573,1,768.6983277285733,10,ATR止盈,7881.179581306006
MA,空,2024-04-22,2024-04-24,2575.0,2498.9135714285717,1,743.1055882142831,2,ATR止盈,8624.28516952029
TA,空,2024-04-17,2024-04-25,6070.0,5919.928857142857,1,729.3733387857153,8,ATR止盈,9353.658508306005
MA,多,2024-04-25,2024-05-06,2505.0,2543.0,1,362.332,11,超时11天,9715.990508306006
TA,多,2024-04-26,2024-05-06,5918.0,5854.0,1,-340.601,10,超时10天,9375.389508306005
TA,多,2024-05-07,2024-05-17,5864.0,5858.0,1,-50.5135,10,超时10天,9324.876008306006
M,空,2024-05-08,2024-05-20,3575.0,3583.0,1,-105.053,12,超时12天,9219.823008306006
RM,空,2024-05-14,2024-05-24,2871.0,2895.0,1,-260.181,10,超时10天,8959.642008306006
M,空,2024-05-21,2024-05-29,3585.0,3467.9972857142857,1,1145.3416523571432,8,ATR止盈,10104.983660663149
MA,空,2024-05-20,2024-05-30,2658.0,2659.0,1,-28.6095,10,超时10天,10076.374160663148
TA,空,2024-05-31,2024-06-03,6026.0,5914.794800000001,1,535.1296090999971,3,ATR止盈,10611.503769763145
RM,多,2024-05-31,2024-06-11,2790.0,2742.0,1,-499.362,11,超时11天,10112.141769763146
TA,多,2024-06-05,2024-06-12,5848.0,5973.741028571429,1,608.017096057143,7,ATR止盈,10720.158865820289
M,多,2024-06-04,2024-06-14,3460.0,3457.0,1,-54.2095,10,超时10天,10665.949365820288
RM,多,2024-06-13,2024-06-17,2747.0,2637.5247208285714,1,-1113.5986282371862,4,硬止损,9552.350737583101
M,多,2024-06-17,2024-06-21,3455.0,3342.391833857143,1,-1149.8725328470705,4,硬止损,8402.478204736031
MA,多,2024-06-12,2024-06-24,2550.0,2478.0,1,-737.598,12,超时12天,7664.880204736031
M,多,2024-06-24,2024-07-04,3334.0,3307.0,1,-293.2435,10,超时10天,7371.636704736032
TA,多,2024-07-10,2024-07-22,5916.0,5830.0,1,-450.5555,12,超时12天,6921.081204736031
MA,多,2024-07-18,2024-07-29,2535.0,2486.0,1,-507.5735,11,超时11天,6413.507704736031
MA,空,2024-09-02,2024-09-03,2528.0,2458.7801142857143,1,674.7451267428573,1,ATR止盈,7088.252831478889
M,空,2024-09-03,2024-09-03,3035.0,3135.0246069999994,1,-1021.8411561244938,0,硬止损,6066.411675354395
RM,空,2024-09-04,2024-09-05,2385.0,2485.9604769999996,1,-1026.6531316694964,1,硬止损,5039.7585436848985
M,空,2024-09-04,2024-09-18,3080.0,3138.0,1,-601.763,14,超时14天,4437.995543684899
RM,空,2024-09-19,2024-09-30,2576.0,2618.0,1,-438.179,11,超时11天,3999.8165436848985
MA,空,2024-10-09,2024-10-16,2560.0,2446.4880000000003,1,1117.5972919999972,7,ATR止盈,5117.413835684896
TA,空,2024-10-10,2024-10-21,5208.0,4962.0,1,1212.2025,11,超时11天,6329.6163356848965
RM,多,2024-10-18,2024-10-21,2405.0,2281.984731,1,-1246.5571365585,3,硬止损,5083.059199126396
RM,多,2024-10-22,2024-11-01,2329.0,2340.0,1,93.6585,10,超时10天,5176.717699126397
MA,空,2024-11-20,2024-12-02,2561.0,2568.0,1,-87.9515,12,超时12天,5088.766199126397
MA,空,2024-12-25,2024-12-31,2662.0,2703.0,1,-428.7775,6,回测结束,4659.988699126397
TA,空,2024-12-26,2024-12-31,4936.0,4892.0,1,202.801,5,回测结束,4862.789699126397
TA,多,2025-02-25,2025-03-04,5056.0,4892.377239771429,1,-835.5234613124538,7,硬止损,9164.476538687546
RM,多,2025-03-06,2025-03-11,2485.0,2616.782714285714,1,1299.9709033571407,5,ATR止盈,10464.447442044686
M,多,2025-03-12,2025-03-24,2862.0,2858.0,1,-60.019999999999996,12,超时12天,10404.427442044685
M,多,2025-03-25,2025-03-28,2855.0,2969.2852857142857,1,1122.467858642857,3,ATR止盈,11526.895300687542
RM,多,2025-03-31,2025-04-01,2576.0,2701.658057142857,1,1238.1087682285715,1,ATR止盈,12765.004068916114
M,空,2025-04-09,2025-04-16,3162.0,3035.081885714286,1,1247.491356257142,7,ATR止盈,14012.495425173256
RM,多,2025-04-17,2025-04-28,2600.0,2641.0,1,391.6565,11,超时11天,14404.151925173255
RM,多,2025-04-30,2025-05-12,2578.0,2544.0,1,-357.927,12,超时12天,14046.224925173256
TA,空,2025-05-12,2025-05-14,4594.0,4801.429718799998,1,-1053.5905960078912,2,硬止损,12992.634329165365
M,多,2025-05-06,2025-05-16,2904.0,2899.0,1,-70.3105,10,超时10天,12922.323829165365
TA,空,2025-05-15,2025-05-26,4850.0,4724.0,1,613.2455,11,超时11天,13535.569329165366
TA,空,2025-05-27,2025-06-06,4722.0,4652.0,1,333.5955,10,超时10天,13869.164829165366
MA,空,2025-06-16,2025-06-16,2400.0,2493.6854799999996,1,-953.9826991799964,0,硬止损,12915.18212998537
M,空,2025-06-09,2025-06-17,3002.0,3074.5290003999994,1,-746.557855501394,8,硬止损,12168.624274483975
MA,空,2025-06-17,2025-06-19,2440.0,2548.7484879999997,1,-1104.9454997079972,2,硬止损,11063.678774775977
MA,空,2025-06-20,2025-06-24,2541.0,2420.0632285714287,1,1192.0039929857132,4,ATR止盈,12255.682767761691
TA,空,2025-06-23,2025-06-24,4960.0,4703.579428571428,1,1265.1915931428587,1,ATR止盈,13520.87436090455
M,空,2025-06-18,2025-06-25,3075.0,3005.242142857143,1,676.2977239285711,7,ATR止盈,14197.172084833122
RM,空,2025-06-25,2025-06-25,2658.0,2579.8969714285718,1,762.6976463142825,0,ATR止盈,14959.869731147404
RM,多,2025-06-27,2025-07-07,2553.0,2579.0,1,242.038,10,超时10天,15201.907731147405
M,多,2025-06-27,2025-07-07,2940.0,2937.0,1,-50.569500000000005,10,超时10天,15151.338231147405
M,多,2025-07-08,2025-07-17,2935.0,3003.7298571428573,1,666.5130169285733,9,ATR止盈,15817.851248075978
MA,多,2025-07-14,2025-07-22,2369.0,2454.4737999999998,1,837.8558416999975,8,ATR止盈,16655.707089775977
TA,多,2025-07-14,2025-07-24,4704.0,4873.512228571429,1,830.8004964571437,10,ATR止盈,17486.50758623312
M,空,2025-07-23,2025-07-24,3080.0,3014.8125714285716,1,630.5424417142842,1,ATR止盈,18117.050027947407
RM,空,2025-07-18,2025-07-28,2719.0,2660.0,1,571.1735,10,超时10天,18688.223527947408
TA,空,2025-07-25,2025-08-04,4860.0,4729.028,1,638.0792009999988,10,ATR止盈,19326.30272894741
MA,多,2025-08-08,2025-08-12,2391.0,2491.4782,1,987.6933263000002,4,ATR止盈,20313.996055247408
RM,多,2025-08-11,2025-08-13,2499.0,2651.4998,1,1506.9712507000006,2,ATR止盈,21820.967305947408
TA,多,2025-08-05,2025-08-15,4674.0,4716.0,1,193.5675,10,超时10天,22014.53480594741
M,空,2025-08-14,2025-08-22,3170.0,3084.366,1,834.4497190000002,8,ATR止盈,22848.98452494741
RM,多,2025-08-15,2025-08-25,2599.0,2547.0,1,-538.011,10,超时10天,22310.97352494741
TA,空,2025-08-26,2025-09-03,4862.0,4739.8847428571435,1,593.7729874142826,8,ATR止盈,22904.746512361693
MA,多,2025-08-27,2025-09-08,2393.0,2408.0,1,133.19650000000001,12,超时12天,23037.94301236169
M,多,2025-08-28,2025-09-08,3044.0,3081.0,1,348.5625,11,超时11天,23386.50551236169
TA,多,2025-09-05,2025-09-15,4658.0,4672.0,1,53.6725,10,超时10天,23440.17801236169
M,多,2025-09-16,2025-09-19,3046.0,2981.834552057143,1,-662.751900360771,3,硬止损,22777.42611200092
M,空,2025-11-04,2025-11-14,3026.0,3092.0,1,-681.413,10,超时10天,22096.01311200092
TA,空,2025-11-07,2025-11-17,4680.0,4692.0,1,-76.401,10,超时10天,22019.61211200092
RM,空,2025-11-07,2025-11-17,2548.0,2444.9189714285717,1,1013.335069314283,10,ATR止盈,23032.9471813152
M,空,2025-11-17,2025-11-20,3090.0,3008.8105714285716,1,790.5484487142838,3,ATR止盈,23823.495630029483
M,多,2025-12-01,2025-12-10,2849.0,2743.112912657143,1,-1078.4432686228683,9,硬止损,22745.052361406615
TA,多,2025-12-10,2025-12-19,4642.0,4773.499828571428,1,641.0220181571411,9,ATR止盈,23386.074379563757
TA,空,2025-12-24,2025-12-26,5090.0,5256.555018,1,-850.8815612815001,2,硬止损,22535.192818282256
TA,空,2025-12-29,2025-12-31,5230.0,5110.0,1,581.905,2,回测结束,23117.097818282255
MA,空,2025-12-30,2025-12-31,2164.0,2216.0,1,-535.33,1,回测结束,22581.767818282253
